,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
107,UHE ITAIPU MANOEL RIBAS,02451057,6,64,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,MANOEL RIBAS-PR,-24.51330,-51.66500,878.00,0,,Setor Elétrico,Ativo
108,UHE ITAIPU SANTA MARIA,02451059,6,64,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,SANTA MARIA DO OESTE-PR,-24.93330,-51.88330,550.00,0,,Setor Elétrico,Ativo
109,UHE ITAIPU UBIRATÃ,02452062,6,64,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,UBIRATÃ-PR,-24.55330,-52.98580,530.00,0,,Setor Elétrico,Ativo
110,CGH MARUMBI GUARATUBA,02548079,8,82,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,GUARATUBA-PR,-25.84530,-48.58030,0.00,0,,Setor Elétrico,Ativo
111,CGH MARUMBI ANTONINA,02548098,8,82,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,ANTONINA-PR,-25.24330,-48.75220,0.00,0,,Setor Elétrico,Ativo
112,ENTREMAR,02549113,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,PIRAQUARA-PR,-25.48920,-49.04080,900.00,0,,RHN,Ativo
113,UHE SALTO SANTIAGO GUARAPUAVA,02551015,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,GUARAPUAVA-PR,-25.36560,-51.49560,1051.00,0,,Setor Elétrico,Ativo
114,UHE SALTO SANTIAGO GOIOXIM,02551063,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,GUARAPUAVA-PR,-25.24060,-51.92750,917.00,0,,Setor Elétrico,Ativo
115,UHE SALTO OSÓRIO PINHÃO,02551069,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,PINHÃO-PR,-25.66170,-51.66220,1070.00,0,,Setor Elétrico,Ativo
116,UHE FUNDÃO GUARAPUAVA,02551070,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,GUARAPUAVA-PR,-25.38470,-51.49390,0.00,0,,Setor Elétrico,Ativo
117,UHE FUNDÃO PINHÃO,02551071,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,PINHÃO-PR,-25.64920,-51.96250,0.00,0,,Setor Elétrico,Ativo
118,UHE SANTA CLARA ENTRE RIOS,02551072,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,GUARAPUAVA-PR,-25.54580,-51.48830,0.00,0,,Setor Elétrico,Ativo
119,UHE SALTO OSÓRIO LARANJEIRAS DO SUL,02552009,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,LARANJEIRAS DO SUL-PR,-25.39780,-52.43500,810.00,0,,Setor Elétrico,Ativo
120,UHE SALTO SANTIAGO CHOPINZINHO PLU,02552030,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,CHOPINZINHO-PR,-25.86000,-52.52690,738.00,0,,Setor Elétrico,Ativo
121,UHE ITÁ CAÇADOR PLU,02650035,7,72,00804 - CONS.ITÁ - Consórcio UHE Itá,00804 - CONS.ITÁ - Consórcio UHE Itá,CAÇADOR-SC,-26.81920,-50.98560,960.00,0,,Setor Elétrico,Ativo
122,COOPERATIVA TRITÍCOLA SANANDUVA,02751063,7,72,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANANDUVA-RS,-27.95890,-51.79560,0.00,0,,RHN,Ativo
123,PARQUE DE EVENTOS PINHAL DA SERRA,02751066,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PINHAL DA SERRA-RS,-27.87920,-51.17690,0.00,0,,RHN,Ativo
124,UHE FOZ DO CHAPECÓ NONOAI,02752032,7,73,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,NONOAI-RS,-27.33250,-52.78720,594.00,0,,Setor Elétrico,Ativo
125,UHE ITÁ ERECHIM PLU,02752035,7,73,00804 - CONS.ITÁ - Consórcio UHE Itá,00804 - CONS.ITÁ - Consórcio UHE Itá,ERECHIM-RS,-27.65750,-52.32030,767.00,0,,Setor Elétrico,Ativo
126,COOPAC CONSTANTINA,02752060,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CONSTANTINA-RS,-27.72530,-52.97810,0.00,0,,RHN,Ativo
127,AGROP. PAPAGAIO CHARÕA SARANDI,02752061,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SARANDI-RS,-27.92530,-52.82000,0.00,0,,RHN,Ativo
128,PREFEITURA BARRA DO RIO AZUL,02752062,7,73,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARRA DO RIO AZUL-RS,-27.41000,-52.41560,0.00,0,,RHN,Ativo
129,UHE FOZ DO CHAPECÓ CAIBI,02753029,7,74,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A,CAIBI-SC,-27.07470,-53.23920,369.00,0,,Setor Elétrico,Ativo
130,PREFEITURA CERRO GRANDE,02753053,7,74,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO GRANDE-RS,-27.61030,-53.16670,0.00,0,,RHN,Ativo
131,CGH LINHA GRANJA VELHA BARRAMENTO,02753058,7,74,00179 - CRELUZ G - CRELUZ G,00179 - CRELUZ G - CRELUZ G,TAQUARUÇU DO SUL-RS,-27.42670,-53.54000,277.00,0,,Setor Elétrico,Ativo
132,POUSADA APARADOS DA SERRA S.J. AUSENTES,02849066,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DOS AUSENTES-RS,-28.60640,-49.82060,0.00,0,,RHN,Ativo
133,VACARIA,02850045,7,70,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,VACARIA-RS,-28.48970,-50.93610,956.00,0,,RHN,Ativo
134,BRIGADA MILITAR BOM JESUS,02850048,8,86,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOM JESUS-RS,-28.67170,-50.43360,0.00,0,,RHN,Ativo
135,GUAPORÉ,02851044,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,GUAPORÉ-RS,-28.84440,-51.87920,520.00,0,,RHN,Ativo
136,UHE MACHADINHO LAGOA VERMELHA,02851061,7,72,00808 - CONS.MACHADINHO - Consórcio UHE Machadinho,00808 - CONS.MACHADINHO - Consórcio UHE Machadinho,LAGOA VERMELHA-RS,-28.22220,-51.51250,805.00,0,,Setor Elétrico,Ativo
137,IBIRAIARAS,02851072,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,IBIRAIARAS-RS,-28.38110,-51.63310,788.00,0,,RHN,Ativo
138,PARQUE DE RODEIOS ESMERALDA,02851079,7,70,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ESMERALDA-RS,-28.06530,-51.17000,0.00,0,,RHN,Ativo
139,CGH SÃO DOMINGOS DO PRATA BARRAMENTO,02851080,8,86,01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.,01187 - DOMINGOS PRATA - Usina São Domingos do Prata Ltda.,VISTA ALEGRE DO PRATA-RS,-28.80920,-51.73640,411.00,0,,Setor Elétrico,Ativo
140,AULER,02852004,8,86,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SOLEDADE-RS,-28.80390,-52.38170,700.00,0,,RHN,Ativo
141,UHE PASSO FUNDO PLU,02852057,7,73,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,PASSO FUNDO-RS,-28.22670,-52.40330,684.00,0,,Setor Elétrico,Ativo
142,AEROCLUBE CARAZINHO,02852074,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CARAZINHO-RS,-28.32250,-52.81640,0.00,0,,RHN,Ativo
143,POLO UAB TAPEJARA,02852075,7,72,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TAPEJARA-RS,-28.08920,-52.00610,0.00,0,,RHN,Ativo
144,CGH LINHA CURUÇU JUSANTE,02852079,8,85,01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.,01321 - LINHA CURUÇÚ - CGH Linha Curuçú Ltda.,SOLEDADE-RS,-28.85220,-52.68670,499.00,0,,Setor Elétrico,Ativo
145,INSTITUTO FEDERAL PANAMBI,02853052,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANAMBI-RS,-28.28170,-53.51580,0.00,0,,RHN,Ativo
146,FAZENDA ROOS SANTA BÁRBARA DO SUL,02853053,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTA BARBARA DO SUL-RS,-28.18330,-53.22420,0.00,0,,RHN,Ativo
147,CGH FORMIGUEIRO BARRAMENTO,02853055,7,75,01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...,01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...,BOA VISTA DO CADEADO-RS,-28.53690,-53.86030,0.00,0,,Setor Elétrico,Ativo
148,CGH JOÃO DO PASSO BARRAMENTO,02853056,7,75,01190 - MFB - MFB Participações Ltda.,01190 - MFB - MFB Participações Ltda.,CONDOR-RS,-28.24500,-53.41560,439.00,75101100,ARROIO PALMEIRAS,Setor Elétrico,Ativo
149,CGH MOINHO BARRAMENTO,02853058,7,75,01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...,01265 - Moinho Geração - Moinho Geração e Comércio de Energia Elétrica...,BOA VISTA DO CADEADO-RS,-28.54390,-53.81140,0.00,0,,Setor Elétrico,Ativo
150,ESCOLA CAPÃO DO CIPÓ,02854031,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DO CIPÓ-RS,-28.94170,-54.55780,0.00,0,,RHN,Ativo
151,COOPATRIGO BOSSOROCA,02854032,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BOSSOROCA-RS,-28.73250,-54.91170,0.00,0,,RHN,Ativo
152,SANTA TECLA TUPANCIRETÃ,02854036,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPANCIRETA-RS,-28.90030,-54.15890,0.00,0,,RHN,Ativo
153,CGH COOPERMIL JUSANTE,02854039,7,74,01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.,01211 - COOPERMIL - Cooperativa Mista São Luiz LTDA.,GUARANI DAS MISSÕES-RS,-28.13890,-54.54640,245.00,0,,Setor Elétrico,Ativo
154,CRAS GARRUCHOS,02855017,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,GARIBALDI-RS,-28.19250,-55.63780,0.00,0,,RHN,Ativo
155,BRIGADA MILITAR STO. ANTÔNIO MISSÕES,02855018,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DAS MISSÕES-RS,-28.51280,-55.22860,0.00,0,,RHN,Ativo
156,AEROPORTO TORRES,02949025,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TORRES-RS,-29.41420,-49.80470,0.00,0,,RHN,Ativo
157,PREFEITURA MORRINHOS DO SUL,02949027,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,-29.36860,-49.93310,0.00,0,,RHN,Ativo
158,BARRAGEM DO RIO LEÃO,02949029,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JACINTO MACHADO-SC,-29.09220,-49.88080,0.00,0,,RHN,Ativo
159,CÂNION FORTALEZA CAMBARÁ DO SUL,02949030,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,-29.08420,-49.99860,0.00,0,,RHN,Ativo
160,MORRO DO FORNO MORRINHOS DO SUL,02949031,8,84,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRINHOS DO SUL-RS,-29.31670,-49.98250,0.00,0,,RHN,Ativo
161,CAPÃO DOS COXOS,02950045,8,87,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO FRANCISCO DE PAULA-RS,-29.40830,-50.58420,890.00,0,,RHN,Ativo
162,BRIGADA MILITAR STO. ANTÔNIO DA PATRULHA,02950103,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTO ANTÔNIO DA PATRULHA-RS,-29.82640,-50.51810,0.00,0,,RHN,Ativo
163,AEROPORTO CAPÁO DA CANOA,02950104,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAPÃO DA CANOA-RS,-29.76610,-50.03830,0.00,0,,RHN,Ativo
164,ETA CORSAN OSÓRIO,02950106,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,OSÓRIO-RS,-29.88890,-50.25810,0.00,0,,RHN,Ativo
165,BOA ESPERANÇA ROLANTE,02950107,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROLANTE-RS,-29.55860,-50.50250,0.00,0,,RHN,Ativo
166,FAZENDA TAIPAS - S.F. DE PAULA,02950108,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,-29.46860,-50.45190,0.00,0,,RHN,Ativo
167,PQ. APARADOS DA SERRA CAMBARÁ DO SUL,02950109,8,86,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CAMBARÁ DO SUL-RS,-29.15860,-50.07890,0.00,0,,RHN,Ativo
168,PROP. BARRA DO OURO,02950110,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAQUINÉ-RS,-29.56810,-50.28500,0.00,0,,RHN,Ativo
169,RINCÃO DOS KROEFF S.F. DE PAULA,02950111,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE PAULA-RS,-29.48640,-50.35360,0.00,0,,RHN,Ativo
170,MORRO REUTER,02951142,8,87,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MORRO REUTER-RS,-29.52890,-51.03690,492.00,0,,RHN,Ativo
171,ASCLA SANTA CLARA CARLOS BARBOSA,02951144,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CARLOS BARBOSA-RS,-29.31500,-51.48830,0.00,0,,RHN,Ativo
172,CGH BOA VISTA BARRAMENTO,02951146,8,86,01044 - CERTEL - Certel Energias Renováveis S.A,01044 - CERTEL - Certel Energias Renováveis S.A,ESTRELA-RS,-29.47280,-51.86810,33.00,0,,Setor Elétrico,Ativo
173,CLUBE BARROS CASSAL,02952060,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARROS CASSAL-RS,-29.09610,-52.58860,0.00,0,,RHN,Ativo
174,IGREJA HERVEIRAS,02952061,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,HERVEIRAS-RS,-29.45360,-52.64860,0.00,0,,RHN,Ativo
175,FAZ. SÃO JOSÉ LINHA CARVALHO,02952065,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,-29.38220,-52.71580,0.00,0,,RHN,Ativo
176,LINHA ALMEIDA,02952066,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SINIMBU-RS,-29.37000,-52.50720,0.00,0,,RHN,Ativo
177,PROPRIEDADE NOVO CABRAIS,02953068,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,NOVO CABRAIS-RS,-29.75580,-53.05500,0.00,0,,RHN,Ativo
178,SECR. AGRI. SÃO MARTINHO,02953071,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO MARTINHO DA SERRA-RS,-29.53670,-53.85390,0.00,0,,RHN,Ativo
179,RINCÃO DO HERVAL CERRO BRANCO,02953073,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CERRO BRANCO-RS,-29.62920,-53.02890,0.00,0,,RHN,Ativo
180,LINHA POMERANOS AGUDO,02953074,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,AGUDO-RS,-29.58440,-53.14920,0.00,0,,RHN,Ativo
181,CEREAIS CENTRO SUL TUPANCIRETÃ,02953075,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,TUPANCIRETA-RS,-29.15030,-53.77860,0.00,0,,RHN,Ativo
182,COXILHA DO PAU FINADO SÃO GABRIEL,02954040,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-29.95110,-54.33170,0.00,0,,RHN,Ativo
183,SECR. AGR. M. AMB. DILERMANO GUIAR,02954041,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DILERMANDO DE AGUIAR-RS,-29.70750,-54.20560,0.00,0,,RHN,Ativo
184,FAZENDA SANTA TEREZA S.F. DE ASSIS,02954044,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,-29.32780,-54.94750,0.00,0,,RHN,Ativo
185,AGRP. SANTO ANTÔNIO JARI,02954045,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JARÍ-RS,-29.22580,-54.19250,0.00,0,,RHN,Ativo
186,COOPERATIVA AGROSOLO UNISTALDA,02955022,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,UNISTALDA-RS,-29.04610,-55.15610,0.00,0,,RHN,Ativo
187,ESCOLATÉCNICA ENCRUZILHADA MAÇAMBARÁ,02955023,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,-29.00580,-55.50890,0.00,0,,RHN,Ativo
188,FAZENDA CORDILHEIRA S.F. DE ASSIS,02955024,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO FRANCISCO DE ASSIS-RS,-29.42640,-55.15830,0.00,0,,RHN,Ativo
189,CÂMARA DE VEREADORES MAÇAMBARÁ,02956011,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MAÇAMBARA-RS,-29.14780,-56.06500,0.00,0,,RHN,Ativo
190,SANCHURI (ESCOLA) URUGUAIANA,02956012,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.54310,-56.81220,0.00,0,,RHN,Ativo
191,AGROP. CERRO DO COQUEIRO URUGUAIANA,02956013,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.77860,-56.52060,0.00,0,,RHN,Ativo
192,ESTÂNIA FORTUNATOURUGUAIANA,02956014,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,URUGUAIANA-RS,-29.87440,-56.79750,0.00,0,,RHN,Ativo
193,FAZENDA SÃO LEONTINO ALEGRETE,02956016,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,-29.75920,-56.14860,0.00,0,,RHN,Ativo
194,ETA VIAMÃO,03050011,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VIAMÃO-RS,-30.09580,-50.98250,0.00,0,,RHN,Ativo
195,FAZENDA CAVALHADA PALMARES,03050014,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,-30.50110,-50.57750,0.00,0,,RHN,Ativo
196,ESCOLA MARIO QUINTANA MOSTADAS,03050015,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MOSTARDAS-RS,-30.69440,-50.56860,0.00,0,,RHN,Ativo
197,ESTACIONAMENETO PREFEITURA SERTÃO SANTANA,03051071,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SERTÃO SANTANA-RS,-30.46080,-51.60310,0.00,0,,RHN,Ativo
198,PREFEITURA MARIANA PIMENTEL,03051072,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MARIANA PIMENTEL-RS,-30.35420,-51.58440,0.00,0,,RHN,Ativo
199,PROPRIEDADE BARÃO DO TRIUNFO,03051074,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BARÃO DO TRIUNFO-RS,-30.50530,-51.90030,0.00,0,,RHN,Ativo
200,COTRIBÁ PANTANO GRANDE,03052025,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PANTANO GRANDE-RS,-30.20420,-52.37030,0.00,0,,RHN,Ativo
201,CHECHE DOM FELICIANO,03052026,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM FELICIANO-RS,-30.70170,-52.11220,0.00,0,,RHN,Ativo
202,COTRISEL VILA NOVA DO SUL,03053032,8,85,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,VILA NOVA DO SUL-RS,-30.33530,-53.89250,0.00,0,,RHN,Ativo
203,MARCO DAS ÁGUAS LAVRAS DO SUL,03054028,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,LAVRAS DO SUL-RS,-30.74780,-54.13750,0.00,0,,RHN,Ativo
204,AZEVEDO SODRÉ SÃO GABRIEL,03054029,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.09720,-54.64390,0.00,0,,RHN,Ativo
205,FAZENDA SÃO GABRIEL,03054030,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.48110,-54.55330,0.00,0,,RHN,Ativo
206,TIARAJU SÃO GABRIEL,03054031,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO GABRIEL-RS,-30.24470,-54.36970,0.00,0,,RHN,Ativo
207,FAZENDA ENCERRA,03055003,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SANTANA DO LIVRAMENTO-RS,-30.69560,-55.84140,300.00,0,,RHN,Ativo
208,USINA EÓLICA CERRO CHATO,03055016,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.79190,-55.66170,0.00,0,,RHN,Ativo
209,ESTÂNCIA SARANDI S. LIVRAMENTO,03055017,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.66500,-55.95310,0.00,0,,RHN,Ativo
210,CABECEIRA SAICÃ ROSÁRIO DO SUL,03055018,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROSÁRIO DO SUL-RS,-30.22690,-55.15530,0.00,0,,RHN,Ativo
211,CERRO DO COMBATE S. LIVRAMENTO,03055019,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.54690,-55.31970,0.00,0,,RHN,Ativo
212,ESTÂNCIA SANTA HILMA S. LIVRAMENTO,03055021,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SANTANA DO LIVRAMENTO-RS,-30.94530,-55.66640,0.00,0,,RHN,Ativo
213,ESTÂNCIA CATY QUARAÍ,03056029,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,QUARAÍ-RS,-30.42470,-56.02060,0.00,0,,RHN,Ativo
214,GRANJA SANTA LUÍZA QUARAÍ,03056030,7,77,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,QUARAÍ-RS,-30.10280,-56.11830,0.00,0,,RHN,Ativo
215,CTG ESTÂNCIA REAL DE BOJURU,03151074,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO JOSÉ DO NORTE-RS,-31.65500,-51.43750,0.00,0,,RHN,Ativo
216,PQ. DE MÁQUINAS ARROIO DO PADRE,03152046,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ARROIO DO PADRE-RS,-31.44580,-52.42060,0.00,0,,RHN,Ativo
217,SECRETARIA AGRIC. MORRO REDONDO,03152047,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,MORRO REDONDO-RS,-31.60690,-52.62640,0.00,0,,RHN,Ativo
218,ESTÂNCIA DA GRAÇA PELOTAS,03152051,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PELOTAS-RS,-31.62580,-52.23000,0.00,0,,RHN,Ativo
219,SÃO LOURENÇO DO SUL - COOPAR,03152052,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO LOURENÇO DO SUL-RS,-31.25970,-52.20360,0.00,0,,RHN,Ativo
220,CPRM PEDRAS ALTAS,03153031,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PEDRAS ALTAS-RS,-31.73360,-53.58860,0.00,0,,RHN,Ativo
221,CORSANPINHEIRO MACHADO,03153033,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PINHEIRO MACHADO-RS,-31.57780,-53.37720,0.00,0,,RHN,Ativo
222,PIRATINI BRIGADA MILITAR,03153034,8,88,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PIRATINI-RS,-31.43860,-53.09830,0.00,0,,RHN,Ativo
223,USINA TERMOELÉTRICA PIRATINI,03153035,8,87,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,PIRATINI-RS,-31.24190,-53.18080,0.00,0,,RHN,Ativo
